test-1	False	True
test-2	False	False
test-3	True	False
test-4	True	False
test-5	True	False
test-6	False	True
test-7	True	False
test-8	False	True
test-9	True	False
test-10	False	True
test-11	False	True
test-12	True	False
test-13	True	True
test-14	False	True
test-15	False	False
test-16	False	True
test-17	True	True
test-18	True	False
test-19	True	False
test-20	False	True
test-21	True	True
test-22	True	False
test-23	True	False
test-24	True	False
test-25	False	False
test-26	False	False
test-27	False	True
test-28	False	True
test-29	False	False
test-30	False	False
test-31	True	True
test-32	True	True
test-33	False	False
test-34	False	False
test-35	True	True
test-36	False	False
test-37	False	False
test-38	False	False
test-39	True	False
test-40	True	False
test-41	True	True
test-42	False	False
test-43	True	True
test-44	False	True
test-45	False	True
test-46	True	False
test-47	False	False
test-48	False	True
test-49	True	True
test-50	True	True
test-51	False	True
test-52	True	False
test-53	False	False
test-54	False	False
test-55	False	True
test-56	False	False
test-57	False	False
test-58	True	False
test-59	True	False
test-60	False	True
test-61	True	False
test-62	False	False
test-63	True	False
test-64	False	False
test-65	False	False
test-66	False	False
test-67	False	True
test-68	True	False
test-69	True	False
test-70	False	True
test-71	False	False
test-72	False	False
test-73	True	True
test-74	True	False
test-75	True	True
test-76	False	False
test-77	False	False
test-78	True	False
test-79	True	True
test-80	False	True
test-81	True	True
test-82	False	True
test-83	False	True
test-84	False	False
test-85	False	True
test-86	True	False
test-87	False	True
test-88	False	False
test-89	False	False
test-90	True	False
test-91	True	True
test-92	False	False
test-93	False	False
test-94	True	False
test-95	True	True
test-96	False	False
test-97	False	False
test-98	False	False
test-99	False	True
test-100	True	False
test-101	False	True
test-102	False	True
test-103	True	True
test-104	False	False
test-105	False	False
test-106	True	False
test-107	True	True
test-108	False	True
test-109	False	True
test-110	False	False
test-111	False	False
test-112	False	True
test-113	True	False
test-114	False	True
test-115	False	True
test-116	True	True
test-117	False	False
test-118	False	False
test-119	False	False
test-120	True	False
test-121	False	False
test-122	True	False
test-123	False	False
test-124	False	True
test-125	False	False
test-126	False	False
test-127	False	False
test-128	False	False
test-129	False	True
test-130	True	False
test-131	False	True
test-132	True	True
test-133	True	True
test-134	True	False
test-135	False	False
test-136	False	False
test-137	False	True
test-138	False	True
test-139	True	True
test-140	False	True
test-141	False	True
test-142	True	True
test-143	False	False
test-144	False	False
test-145	True	False
test-146	False	False
test-147	False	True
test-148	True	True
test-149	True	True
test-150	True	False
test-151	True	True
test-152	False	False
test-153	False	True
test-154	True	True
test-155	False	False
test-156	True	False
test-157	False	False
test-158	False	True
test-159	True	True
test-160	False	False
test-161	True	False
test-162	False	False
test-163	True	False
test-164	True	False
test-165	True	True
test-166	True	False
test-167	False	False
test-168	True	False
test-169	False	False
test-170	False	False
test-171	False	True
test-172	False	True
test-173	True	False
test-174	True	True
test-175	False	False
test-176	True	False
test-177	False	False
test-178	True	False
test-179	True	False
test-180	False	True
test-181	False	True
test-182	True	True
test-183	False	True
test-184	True	True
test-185	False	True
test-186	True	False
test-187	False	False
test-188	False	True
test-189	False	False
test-190	False	True
test-191	False	True
test-192	False	True
test-193	False	False
test-194	True	True
test-195	True	True
test-196	False	True
test-197	False	False
test-198	False	True
test-199	False	False
test-200	True	False
test-201	True	True
test-202	False	True
test-203	True	True
test-204	False	True
test-205	True	False
test-206	False	True
test-207	False	False
test-208	False	False
test-209	False	False
test-210	False	False
test-211	False	True
test-212	True	True
test-213	False	False
test-214	False	False
test-215	False	False
test-216	True	False
test-217	False	True
test-218	False	False
test-219	True	False
test-220	False	True
test-221	False	True
test-222	True	False
test-223	False	False
test-224	True	True
test-225	True	False
test-226	True	False
test-227	False	True
test-228	False	False
test-229	True	True
test-230	True	True
test-231	False	False
test-232	False	True
test-233	False	False
test-234	False	True
test-235	False	False
test-236	True	False
test-237	False	False
test-238	True	True
test-239	False	False
test-240	True	False
test-241	False	False
test-242	False	False
test-243	False	False
test-244	False	True
test-245	False	True
test-246	False	True
test-247	False	False
test-248	False	True
test-249	False	False
test-250	False	True
test-251	False	False
test-252	True	False
test-253	False	False
test-254	True	True
test-255	True	False
test-256	False	True
test-257	False	True
test-258	True	False
test-259	False	False
test-260	False	False
test-261	False	False
test-262	True	False
test-263	False	True
test-264	False	False
test-265	False	False
test-266	False	False
test-267	False	True
test-268	True	False
test-269	True	False
test-270	False	True
test-271	False	True
test-272	False	False
test-273	True	False
test-274	False	False
test-275	False	False
test-276	False	False
test-277	False	False
test-278	False	False
test-279	True	False
test-280	False	False
test-281	True	True
test-282	False	False
test-283	False	True
test-284	False	False
test-285	True	True
test-286	True	False
test-287	False	False
test-288	True	True
test-289	False	True
test-290	True	False
test-291	True	False
test-292	True	False
test-293	True	True
test-294	False	False
test-295	False	False
test-296	False	False
test-297	False	False
test-298	False	False
test-299	True	False
test-300	False	False
test-301	True	False
test-302	False	True
test-303	True	True
test-304	False	True
test-305	False	False
test-306	False	False
test-307	False	True
test-308	False	False
test-309	False	False
test-310	False	False
test-311	False	False
test-312	False	True
test-313	False	False
test-314	True	False
test-315	True	False
test-316	True	True
test-317	False	True
test-318	True	False
test-319	False	True
test-320	True	True
test-321	False	True
test-322	False	True
test-323	True	True
test-324	True	True
test-325	False	False
test-326	False	False
test-327	False	True
test-328	False	False
test-329	False	False
test-330	False	False
test-331	False	False
test-332	True	True
test-333	False	True
test-334	True	False
test-335	False	True
test-336	False	False
test-337	False	True
test-338	False	False
test-339	True	False
test-340	True	True
test-341	True	True
test-342	True	False
test-343	True	True
test-344	True	True
test-345	True	False
test-346	True	True
test-347	False	True
test-348	False	True
test-349	True	False
test-350	True	True
test-351	False	True
test-352	False	False
test-353	False	False
test-354	True	False
test-355	False	False
test-356	True	True
test-357	True	False
test-358	False	False
test-359	False	False
test-360	False	False
test-361	True	True
test-362	False	False
test-363	True	False
test-364	False	False
test-365	False	True
test-366	False	False
test-367	False	False
test-368	False	False
test-369	True	False
test-370	False	False
test-371	False	False
test-372	False	False
test-373	True	True
test-374	False	False
test-375	True	True
test-376	False	False
test-377	False	False
test-378	False	False
test-379	False	True
test-380	True	False
test-381	True	False
test-382	False	True
test-383	False	True
test-384	True	False
test-385	True	False
test-386	True	False
test-387	False	False
test-388	True	True
test-389	True	False
test-390	False	False
test-391	True	True
test-392	True	True
test-393	True	True
test-394	False	False
test-395	False	False
test-396	False	False
test-397	False	False
test-398	True	False
test-399	False	True
test-400	False	True
test-401	True	False
test-402	False	False
test-403	True	True
test-404	False	False
test-405	False	True
test-406	False	True
test-407	False	False
test-408	False	True
test-409	True	True
test-410	False	True
test-411	True	False
test-412	False	True
test-413	True	True
test-414	True	True
test-415	True	False
test-416	True	False
test-417	False	False
test-418	True	False
test-419	False	True
test-420	False	False
test-421	False	False
test-422	False	False
test-423	False	False
test-424	False	False
test-425	False	False
test-426	True	True
test-427	False	True
test-428	False	True
test-429	False	False
test-430	False	False
test-431	False	False
test-432	False	True
test-433	True	False
test-434	False	False
test-435	False	False
test-436	False	True
test-437	True	False
test-438	False	False
test-439	False	True
test-440	False	False
test-441	True	False
test-442	True	True
test-443	False	True
test-444	False	True
test-445	True	True
test-446	False	False
test-447	False	True
test-448	False	True
test-449	False	True
test-450	False	False
test-451	True	False
test-452	False	False
test-453	True	False
test-454	True	True
test-455	False	True
test-456	True	False
test-457	False	True
test-458	False	True
test-459	False	False
test-460	True	True
test-461	True	False
test-462	True	True
test-463	False	True
test-464	False	False
test-465	False	True
test-466	False	False
test-467	False	False
test-468	True	True
test-469	True	False
test-470	True	False
test-471	True	True
test-472	True	True
test-473	True	False
test-474	True	True
test-475	False	True
test-476	False	False
test-477	False	True
test-478	False	False
test-479	True	True
test-480	True	False
test-481	True	False
test-482	True	True
test-483	False	False
test-484	True	False
test-485	False	True
test-486	False	False
test-487	False	True
test-488	False	True
test-489	False	False
test-490	False	True
test-491	False	False
test-492	False	True
test-493	True	True
test-494	False	False
test-495	False	False
test-496	False	False
test-497	True	False
test-498	False	True
test-499	False	False
test-500	False	True
test-501	False	False
test-502	False	True
test-503	False	True
test-504	False	False
test-505	False	True
test-506	False	False
test-507	True	True
test-508	False	False
test-509	False	False
test-510	False	False
test-511	False	False
test-512	False	True
test-513	False	False
test-514	False	False
test-515	False	False
test-516	False	False
test-517	False	True
test-518	True	True
test-519	False	False
test-520	False	False
test-521	False	False
test-522	False	False
test-523	False	True
test-524	False	False
test-525	True	False
test-526	True	True
test-527	True	False
test-528	True	False
test-529	False	False
test-530	True	True
test-531	True	True
test-532	False	True
test-533	True	False
test-534	False	True
test-535	False	False
test-536	True	False
test-537	True	False
test-538	False	False
test-539	False	True
test-540	True	True
test-541	True	False
test-542	True	True
test-543	False	True
test-544	False	False
test-545	True	False
test-546	False	False
test-547	True	False
test-548	False	False
test-549	False	True
test-550	True	False
test-551	False	False
test-552	True	False
test-553	False	False
test-554	False	True
test-555	True	False
test-556	True	False
test-557	False	False
test-558	False	True
test-559	False	False
test-560	False	False
test-561	True	False
test-562	True	True
test-563	False	True
test-564	True	True
test-565	False	True
test-566	False	False
test-567	True	True
test-568	True	False
test-569	False	False
test-570	True	False
test-571	False	False
test-572	True	False
test-573	True	True
test-574	True	False
test-575	False	True
test-576	True	False
test-577	True	False
test-578	True	False
test-579	True	False
test-580	True	False
test-581	False	False
test-582	True	False
test-583	True	True
test-584	True	True
test-585	False	False
test-586	True	True
test-587	False	False
test-588	False	False
test-589	False	False
test-590	False	False
test-591	False	False
test-592	False	True
test-593	False	False
test-594	False	False
test-595	False	True
test-596	False	False
test-597	False	True
test-598	False	False
test-599	True	True
test-600	True	True
test-601	False	False
test-602	False	False
test-603	False	True
test-604	True	True
test-605	True	True
test-606	False	True
test-607	False	True
test-608	False	False
test-609	False	False
test-610	False	False
test-611	False	True
test-612	True	False
test-613	False	False
test-614	False	True
test-615	False	False
test-616	True	True
test-617	False	False
test-618	True	True
test-619	False	False
test-620	True	False
test-621	False	False
test-622	True	True
test-623	False	True
test-624	False	True
test-625	False	False
test-626	True	False
test-627	True	False
test-628	True	False
test-629	True	False
test-630	False	True
test-631	False	True
test-632	False	True
test-633	True	True
test-634	True	True
test-635	False	False
test-636	False	True
test-637	False	True
test-638	False	False
test-639	False	False
test-640	False	True
test-641	False	False
test-642	False	True
test-643	False	True
test-644	False	True
test-645	True	False
test-646	True	True
test-647	True	False
test-648	True	False
test-649	False	False
test-650	False	False
test-651	True	False
test-652	False	True
test-653	False	False
test-654	True	True
test-655	True	True
test-656	False	False
test-657	True	True
test-658	True	True
test-659	False	False
test-660	True	False
test-661	True	False
test-662	False	False
test-663	True	True
test-664	True	True
test-665	False	False
test-666	False	True
test-667	False	True
test-668	False	True
test-669	True	False
